"","X","loan_amnt","term","int_rate","installment","sub_grade","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","dti","delinq_2yrs"
"5446",489083,15000," 60 months",16.89,371.91,"D4","10+ years","MORTGAGE",54000,"Verified","No Default","debt_consolidation",15.24,0
"5447",536163,24200," 36 months",6.03,736.54,"A1","6 years","MORTGAGE",90000,"Source Verified","No Default","debt_consolidation",19.75,0
"5448",127833,20125," 36 months",12.99,678,"C1","7 years","RENT",55000,"Source Verified","Default","debt_consolidation",26.53,0
"5449",371669,10500," 36 months",13.35,355.56,"C2","10+ years","RENT",30000,"Source Verified","No Default","credit_card",12.4,3
"5450",597270,1000," 36 months",18.2,36.26,"E1","3 years","RENT",31000,"Verified","No Default","other",25.75,0
"5451",93344,18500," 36 months",10.99,605.58,"B4","< 1 year","MORTGAGE",50000,"Verified","No Default","credit_card",37.3,0
"5452",387452,4000," 36 months",6.89,123.31,"A3","2 years","RENT",64000,"Not Verified","No Default","debt_consolidation",12.17,3
"5453",395431,17000," 60 months",19.52,445.87,"E2","< 1 year","MORTGAGE",1e+05,"Source Verified","No Default","major_purchase",7.13,1
"5454",439082,10750," 60 months",23.43,305.71,"F1","5 years","MORTGAGE",34000,"Not Verified","No Default","debt_consolidation",26.69,0
"5455",391613,15000," 36 months",8.9,476.3,"A5","3 years","MORTGAGE",75000,"Source Verified","No Default","credit_card",12.45,0
"5456",144426,15000," 36 months",9.99,483.94,"B3","2 years","RENT",39000,"Not Verified","No Default","debt_consolidation",20.65,0
"5457",202711,5200," 36 months",10.99,170.22,"B4","3 years","RENT",39000,"Source Verified","No Default","credit_card",17.72,0
"5458",338856,35000," 36 months",9.99,1129.19,"B3","10+ years","RENT",121680,"Verified","No Default","debt_consolidation",25.09,0
"5459",87732,4000," 36 months",12.69,134.18,"C2","10+ years","MORTGAGE",64000,"Verified","No Default","credit_card",33.96,1
"5460",238901,35000," 60 months",27.88,1087.23,"G3","2 years","MORTGAGE",362000,"Verified","No Default","debt_consolidation",23.5,0
"5461",132269,19750," 60 months",11.14,430.8,"B2","10+ years","MORTGAGE",45000,"Verified","No Default","debt_consolidation",23.04,0
"5462",161485,10000," 36 months",9.99,322.63,"B3","2 years","MORTGAGE",75000,"Source Verified","No Default","debt_consolidation",7.01,1
"5463",293525,19075," 60 months",14.33,447.12,"C1","10+ years","MORTGAGE",324000,"Source Verified","No Default","major_purchase",7.44,0
"5464",601611,10000," 36 months",12.29,333.53,"C1","3 years","RENT",40000,"Source Verified","No Default","debt_consolidation",20.73,0
"5465",548807,35000," 60 months",16.55,861.4,"D2","1 year","MORTGAGE",75000,"Source Verified","No Default","debt_consolidation",30.17,0
"5466",232794,8400," 36 months",17.14,300.07,"D4","10+ years","OWN",52000,"Source Verified","No Default","debt_consolidation",20.7,0
"5467",306737,9875," 36 months",15.61,345.28,"D1","6 years","RENT",30000,"Verified","No Default","debt_consolidation",19.04,0
"5468",137487,12000," 60 months",8.18,244.36,"B1","7 years","RENT",113000,"Not Verified","No Default","debt_consolidation",10.63,0
"5469",494850,28000," 60 months",19.99,741.68,"E3","10+ years","OWN",80000,"Verified","No Default","debt_consolidation",17.18,0
"5470",217212,35000," 60 months",22.47,976.04,"E5","10+ years","RENT",90000,"Verified","No Default","credit_card",11.76,0
"5471",483192,24000," 36 months",6.24,732.74,"A2","6 years","MORTGAGE",127000,"Not Verified","No Default","debt_consolidation",12.61,0
"5472",332842,3600," 36 months",14.65,124.18,"C5","n/a","RENT",16000,"Verified","No Default","vacation",27.01,0
"5473",516582,24000," 36 months",13.33,812.48,"C3","7 years","RENT",48000,"Not Verified","No Default","credit_card",23.66,0
"5474",154299,20000," 36 months",13.11,674.94,"B4","2 years","RENT",104000,"Not Verified","No Default","debt_consolidation",21.93,0
"5475",357805,12500," 36 months",13.35,423.29,"C2","< 1 year","MORTGAGE",33000,"Source Verified","No Default","debt_consolidation",21.89,0
"5476",366028,24000," 36 months",8.9,762.08,"A5","2 years","RENT",115000,"Source Verified","No Default","debt_consolidation",11.35,0
"5477",213338,13600," 60 months",15.61,327.92,"D1","10+ years","MORTGAGE",85000,"Source Verified","No Default","debt_consolidation",13.81,0
"5478",25941,2000," 36 months",6.99,61.75,"A3","8 years","MORTGAGE",61480.04,"Source Verified","No Default","debt_consolidation",13.1,0
"5479",316956,10500," 60 months",9.99,223.05,"B3","3 years","MORTGAGE",80000,"Source Verified","No Default","credit_card",33.65,0
"5480",379544,10075," 36 months",18.55,367.03,"E2","< 1 year","RENT",24000,"Verified","No Default","credit_card",13.55,0
"5481",177357,25000," 60 months",13.33,573.06,"C3","1 year","MORTGAGE",98000,"Source Verified","No Default","credit_card",6.86,1
"5482",157849,20000," 36 months",7.26,619.93,"A4","< 1 year","MORTGAGE",110000,"Source Verified","No Default","home_improvement",17.85,0
"5483",219057,5600," 36 months",23.4,217.95,"E5","3 years","RENT",55000,"Source Verified","No Default","other",10.41,0
"5484",186456,12000," 60 months",15.61,289.34,"D1","10+ years","MORTGAGE",55000,"Not Verified","No Default","credit_card",34.45,0
"5485",549906,18000," 36 months",17.57,646.87,"D4","n/a","RENT",53000,"Verified","No Default","debt_consolidation",34.04,0
"5486",377946,18900," 60 months",18.99,490.18,"E1","4 years","RENT",42000,"Source Verified","No Default","debt_consolidation",16.34,0
"5487",11228,8000," 36 months",8.39,252.14,"A5","< 1 year","RENT",45000,"Not Verified","No Default","debt_consolidation",16.4,0
"5488",452104,13000," 36 months",7.26,402.95,"A4","3 years","RENT",115000,"Source Verified","No Default","debt_consolidation",19.05,1
"5489",258964,15000," 36 months",9.99,483.94,"B1","5 years","MORTGAGE",70000,"Source Verified","No Default","credit_card",19.9,1
"5490",109257,30000," 36 months",10.15,970.13,"B2","7 years","OWN",1e+05,"Verified","No Default","home_improvement",3.19,0
"5491",287073,1200," 60 months",15.58,28.92,"D3","9 years","MORTGAGE",24000,"Not Verified","Default","debt_consolidation",0,0
"5492",611214,20000," 36 months",6.89,616.54,"A3","6 years","MORTGAGE",125000,"Not Verified","No Default","home_improvement",25.46,0
"5493",161683,14000," 60 months",8.18,285.08,"B1","4 years","MORTGAGE",180000,"Not Verified","No Default","credit_card",10.13,1
"5494",427429,15000," 60 months",15.99,364.7,"D2","4 years","RENT",49000,"Verified","Default","debt_consolidation",20.18,0
"5495",547734,13050," 36 months",11.99,433.39,"C1","n/a","MORTGAGE",35350,"Not Verified","No Default","debt_consolidation",28.46,1
"5496",290270,20000," 60 months",18.49,513.22,"D5","10+ years","MORTGAGE",54000,"Verified","No Default","debt_consolidation",30.27,0
"5497",102190,6000," 36 months",14.33,206.03,"C2","7 years","MORTGAGE",55000,"Not Verified","No Default","credit_card",19.64,0
"5498",120233,5000," 36 months",5.32,150.58,"A1","8 years","MORTGAGE",1e+05,"Not Verified","No Default","credit_card",13.69,2
"5499",592243,7500," 36 months",9.99,241.97,"B3","10+ years","MORTGAGE",44000,"Not Verified","No Default","debt_consolidation",12.38,0
"5500",308529,5100," 36 months",15.61,178.33,"D1","7 years","RENT",36000,"Verified","No Default","debt_consolidation",31.93,1
"5501",23166,6250," 36 months",6.03,190.23,"A1","n/a","RENT",22500,"Verified","No Default","home_improvement",23.09,0
"5502",410539,25000," 36 months",16.55,885.73,"D2","3 years","MORTGAGE",104000,"Verified","No Default","debt_consolidation",27.93,0
"5503",256469,10950," 60 months",19.99,290.05,"E4","3 years","MORTGAGE",30000,"Source Verified","No Default","credit_card",29.8,0
"5504",216125,3500," 36 months",11.53,115.47,"B5","1 year","RENT",35000,"Verified","No Default","debt_consolidation",29.29,2
"5505",199959,11200," 60 months",18.49,287.41,"E2","8 years","RENT",61000,"Source Verified","No Default","debt_consolidation",11.41,3
"5506",53234,9600," 36 months",19.05,352.15,"D4","5 years","RENT",34500,"Source Verified","No Default","debt_consolidation",20.69,0
"5507",504507,10000," 36 months",8,313.37,"A3","4 years","RENT",31200,"Verified","Default","debt_consolidation",7.62,0
"5508",536636,12000," 36 months",13.11,404.97,"B4","5 years","RENT",40000,"Verified","Default","credit_card",27.69,0
"5509",597615,14475," 60 months",15.61,349.02,"D1","10+ years","RENT",29000,"Source Verified","No Default","debt_consolidation",13.95,0
"5510",202115,10000," 36 months",6.03,304.36,"A1","2 years","MORTGAGE",54000,"Not Verified","No Default","credit_card",9.84,0
"5511",289735,6000," 36 months",13.33,203.12,"C3","10+ years","OWN",45000,"Source Verified","No Default","debt_consolidation",33.31,0
"5512",295179,7000," 60 months",19.04,181.74,"F3","2 years","RENT",107000,"Verified","Default","house",6.09,0
"5513",497098,35000," 60 months",17.57,880.61,"D4","10+ years","MORTGAGE",107000,"Verified","No Default","debt_consolidation",15.17,1
"5514",316782,12000," 36 months",13.35,406.36,"C2","< 1 year","MORTGAGE",130000,"Verified","No Default","debt_consolidation",2.97,3
"5515",220698,25000," 36 months",6.92,771.02,"A4","4 years","MORTGAGE",123000,"Source Verified","No Default","home_improvement",8.88,0
"5516",371522,15000," 36 months",14.31,514.93,"C4","4 years","RENT",46000,"Verified","No Default","debt_consolidation",20.19,0
"5517",475974,6450," 36 months",7.26,199.93,"A4","1 year","RENT",71000,"Not Verified","No Default","debt_consolidation",16.87,0
"5518",420060,7750," 36 months",16.99,276.28,"D3","5 years","RENT",65000,"Not Verified","No Default","debt_consolidation",14.07,0
"5519",184559,16000," 60 months",8.49,328.19,"B1","n/a","MORTGAGE",70000,"Not Verified","No Default","debt_consolidation",14.19,0
"5520",333175,18000," 60 months",7.89,364.03,"A5","< 1 year","RENT",75000,"Source Verified","No Default","credit_card",23.42,0
"5521",578945,12000," 36 months",7.89,375.43,"A5","10+ years","MORTGAGE",74000,"Not Verified","No Default","credit_card",15.97,0
"5522",180505,20000," 60 months",8.18,407.26,"B1","4 years","MORTGAGE",58000,"Not Verified","No Default","credit_card",10.54,0
"5523",133350,35000," 36 months",16.99,1247.68,"D3","8 years","MORTGAGE",120000,"Verified","No Default","home_improvement",29.36,2
"5524",370750,34000," 36 months",11.99,1129.13,"B3","4 years","MORTGAGE",101556,"Verified","No Default","debt_consolidation",25.98,2
"5525",102575,13000," 60 months",12.29,291.09,"C1","10+ years","OWN",59000,"Not Verified","No Default","major_purchase",18.57,1
"5526",370028,10000," 60 months",14.99,237.85,"C5","10+ years","MORTGAGE",71370,"Not Verified","No Default","debt_consolidation",16.55,0
"5527",301380,12000," 36 months",9.17,382.55,"B2","2 years","MORTGAGE",65000,"Not Verified","No Default","credit_card",17.06,0
"5528",282685,5600," 36 months",12.29,186.78,"C1","< 1 year","RENT",47100,"Source Verified","No Default","debt_consolidation",16.74,1
"5529",568503,30000," 60 months",18.25,765.89,"E1","10+ years","OWN",80000,"Source Verified","No Default","debt_consolidation",28.18,2
"5530",297877,6000," 36 months",9.99,193.58,"B3","10+ years","OWN",40000,"Not Verified","No Default","debt_consolidation",10.35,0
"5531",59171,35000," 60 months",22.99,986.47,"F2","10+ years","MORTGAGE",72000,"Verified","No Default","home_improvement",29.67,1
"5532",310296,15000," 36 months",13.33,507.8,"C3","< 1 year","OWN",70000,"Not Verified","No Default","credit_card",30.43,0
"5533",233160,25000," 36 months",7.69,779.84,"A4","10+ years","OWN",120000,"Source Verified","No Default","credit_card",15.49,0
"5534",12466,6000," 36 months",7.89,187.72,"A5","10+ years","MORTGAGE",245000,"Not Verified","No Default","debt_consolidation",8.64,3
"5535",526767,5000," 36 months",16.99,178.24,"D3","10+ years","RENT",36000,"Verified","No Default","moving",36.73,1
"5536",264942,1000," 36 months",13.99,34.18,"C4","3 years","MORTGAGE",32500,"Source Verified","No Default","other",10.04,0
"5537",123525,7200," 36 months",17.04,256.86,"E3","10+ years","MORTGAGE",210000,"Not Verified","No Default","other",17.94,0
"5538",369245,21000," 60 months",13.67,485.05,"C4","< 1 year","RENT",52889,"Not Verified","No Default","credit_card",32.27,0
"5539",343781,4500," 36 months",6.89,138.73,"A3","< 1 year","RENT",90000,"Not Verified","No Default","credit_card",5.44,0
"5540",420351,13600," 36 months",19.52,502.11,"E2","< 1 year","RENT",40000,"Verified","No Default","debt_consolidation",29.67,0
"5541",401734,8000," 36 months",12.69,268.36,"C2","3 years","RENT",35000,"Source Verified","No Default","debt_consolidation",33.57,0
"5542",7611,13200," 60 months",13.49,303.67,"C1","2 years","RENT",42996,"Verified","No Default","other",4.63,0
"5543",439326,35000," 36 months",13.33,1184.86,"C3","1 year","RENT",112000,"Verified","No Default","credit_card",24,0
"5544",190939,7000," 36 months",13.99,239.21,"C4","10+ years","RENT",120000,"Not Verified","No Default","debt_consolidation",24.39,0
"5545",302462,11000," 36 months",7.89,344.15,"A5","10+ years","MORTGAGE",65000,"Not Verified","No Default","credit_card",10.45,0
"5546",147120,14000," 36 months",11.53,461.87,"B5","10+ years","MORTGAGE",81500,"Source Verified","No Default","debt_consolidation",17.63,1
"5547",115229,7000," 36 months",14.65,241.46,"C5","3 years","RENT",40000,"Source Verified","No Default","other",1.68,0
"5548",246385,12250," 36 months",15.8,429.47,"C3","5 years","MORTGAGE",35000,"Not Verified","No Default","credit_card",21.33,0
"5549",198269,16000," 36 months",5.93,486.25,"A1","2 years","MORTGAGE",64000,"Source Verified","No Default","debt_consolidation",25.22,0
"5550",53296,35000," 60 months",18.25,893.54,"E1","10+ years","OWN",140000,"Source Verified","No Default","debt_consolidation",13.1,0
"5551",2258,9000," 36 months",12.29,300.18,"C1","3 years","RENT",64570,"Not Verified","No Default","credit_card",16.75,0
"5552",501231,18000," 36 months",6.62,552.67,"A2","1 year","MORTGAGE",140000,"Verified","No Default","debt_consolidation",7.95,0
"5553",276430,6000," 36 months",9.17,191.28,"B2","3 years","RENT",48000,"Source Verified","No Default","debt_consolidation",21.04,2
"5554",328937,13600," 60 months",22.4,378.72,"E3","< 1 year","MORTGAGE",38000,"Source Verified","No Default","debt_consolidation",19.68,0
"5555",4243,4800," 36 months",15.61,167.84,"D1","2 years","RENT",50000,"Verified","No Default","credit_card",30.72,0
"5556",523564,10000," 36 months",16.99,356.48,"D3","2 years","RENT",25000,"Source Verified","No Default","debt_consolidation",38.26,0
"5557",355711,6000," 36 months",14.33,206.03,"C5","10+ years","MORTGAGE",105000,"Verified","No Default","debt_consolidation",31.18,14
"5558",27908,16300," 60 months",13.66,376.41,"C3","10+ years","MORTGAGE",60000,"Verified","No Default","debt_consolidation",12.33,0
"5559",351577,8000," 36 months",7.26,247.97,"A4","5 years","MORTGAGE",1e+05,"Source Verified","No Default","debt_consolidation",4.04,1
"5560",135557,8000," 36 months",11.67,264.46,"B4","3 years","MORTGAGE",40000,"Not Verified","No Default","other",7.56,0
"5561",252007,5000," 36 months",19.52,184.6,"E2","6 years","RENT",1e+05,"Verified","No Default","major_purchase",5.69,0
"5562",431901,15000," 60 months",13.66,346.39,"C3","2 years","MORTGAGE",65000,"Source Verified","No Default","debt_consolidation",13.37,1
"5563",594681,24375," 60 months",15.88,591.2,"C4","10+ years","MORTGAGE",55000,"Verified","No Default","debt_consolidation",19.83,0
"5564",560592,15000," 36 months",14.49,516.25,"C4","3 years","RENT",52000,"Verified","No Default","credit_card",33.21,0
"5565",179846,12000," 60 months",19.52,314.74,"E2","10+ years","OWN",39000,"Source Verified","No Default","debt_consolidation",19.82,1
"5566",465896,9600," 36 months",8.39,302.56,"A5","10+ years","MORTGAGE",56000,"Not Verified","No Default","credit_card",0.81,0
"5567",219347,5000," 36 months",9.17,159.4,"B2","10+ years","OWN",125000,"Not Verified","No Default","debt_consolidation",1.04,0
"5568",565856,3500," 36 months",8.38,110.3,"B1","4 years","RENT",80000,"Source Verified","No Default","credit_card",11.58,0
"5569",136188,5000," 36 months",12.69,167.73,"C2","10+ years","MORTGAGE",41000,"Source Verified","No Default","credit_card",5.41,0
"5570",410723,14000," 36 months",11.99,464.94,"B3","10+ years","MORTGAGE",113000,"Not Verified","No Default","credit_card",30.81,0
"5571",211143,35000," 36 months",7.89,1095,"A5","7 years","RENT",123000,"Verified","No Default","credit_card",12.86,0
"5572",378096,35000," 36 months",13.67,1190.62,"C4","10+ years","RENT",77000,"Source Verified","No Default","debt_consolidation",23.83,0
"5573",40190,1500," 36 months",9.17,47.82,"B2","1 year","RENT",62500,"Verified","No Default","major_purchase",0.99,0
