"","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","zip_code","addr_state","dti","inq_last_6mths","open_acc","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","application_type","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal"
"4244",10000,10000,10000," 60 months",14.49,"C4","2 years","MORTGAGE",75000,"Source Verified","Oct-2014","Current","car","801xx","CO",18.98,1,10,6626,70.5,21,"f",8129.61,8129.61,3528.6,3528.6,1870.39,1658.21,0,0,0,0,"INDIVIDUAL","",0,0,215590
"4245",20000,20000,20000," 60 months",14.33,"C5","n/a","MORTGAGE",88000,"Verified","Nov-2015","Current","debt_consolidation","113xx","NY",25.76,0,10,11699,88.6,36,"w",19537.32,19537.32,905.76,905.76,462.68,443.08,0,0,0,0,"INDIVIDUAL","",0,0,24569
"4246",4800,4800,4800," 36 months",14.99,"C5","9 years","RENT",43000,"Not Verified","Feb-2015","Fully Paid","debt_consolidation","325xx","FL",31.57,0,11,16567,52.8,24,"f",0,0,5368,5368,4800,568,0,0,0,0,"INDIVIDUAL","",0,0,51645
"4247",20400,20400,20375," 36 months",11.99,"B3","n/a","MORTGAGE",67100,"Source Verified","Feb-2014","Current","debt_consolidation","773xx","TX",17.17,0,10,16642,58.4,33,"f",8810.08,8799.28,14904.56,14886.29,11589.92,3314.64,0,0,0,0,"INDIVIDUAL","",0,0,172518
"4248",7025,7025,7025," 36 months",16.55,"D2","n/a","MORTGAGE",34000,"Verified","Aug-2015","Current","debt_consolidation","773xx","TX",25.03,3,9,6109,62,32,"w",6243.73,6243.73,1237.99,1237.99,781.27,456.72,0,0,0,0,"INDIVIDUAL","",0,0,138940
"4249",20000,20000,20000," 36 months",11.53,"B5","10+ years","MORTGAGE",1e+05,"Source Verified","Oct-2015","Current","debt_consolidation","217xx","MD",35.31,1,18,21905,68.9,36,"w",18583.55,18583.55,1966.62,1966.62,1416.45,550.17,0,0,0,0,"INDIVIDUAL","",0,0,322467
"4250",35000,35000,35000," 60 months",25.8,"G1","3 years","RENT",91290,"Verified","Apr-2015","Current","debt_consolidation","497xx","TX",22.78,4,22,394,1,71,"f",32141.35,32141.35,9695.01,9695.01,2858.65,6836.36,0,0,0,0,"INDIVIDUAL","",0,0,57471
"4251",35000,35000,35000," 60 months",14.65,"C5","2 years","MORTGAGE",1e+05,"Source Verified","Mar-2015","Current","debt_consolidation","766xx","TX",30.77,0,10,31401,91,30,"w",30784.05,30784.05,8205.43,8205.43,4215.95,3989.48,0,0,0,0,"INDIVIDUAL","",0,0,67892
"4252",3250,3250,3250," 36 months",17.1,"C5","n/a","OWN",14760,"Verified","Sep-2013","Current","debt_consolidation","486xx","MI",27.72,2,9,3456,59.6,13,"w",973.4,973.4,3133.08,3133.08,2276.6,856.48,0,0,0,0,"INDIVIDUAL","",0,0,4991
"4253",21075,21075,21075," 60 months",18.25,"E1","10+ years","RENT",48000,"Source Verified","Mar-2015","Current","credit_card","906xx","CA",26.83,1,12,32607,77.8,27,"w",18744.69,18744.69,5359.03,5359.03,2330.31,3028.72,0,0,0,0,"INDIVIDUAL","",0,0,45651
"4254",33950,33950,33950," 36 months",19.52,"D4","1 year","RENT",192000,"Source Verified","Aug-2013","Current","debt_consolidation","958xx","CA",4.61,0,6,17397,75.4,35,"w",8229.63,8229.63,36349.18,36349.18,25720.37,10628.81,0,0,0,0,"INDIVIDUAL","",0,0,26712
"4255",28375,28375,28375," 60 months",16.99,"D3","6 years","MORTGAGE",117190,"Verified","Mar-2015","Current","debt_consolidation","930xx","CA",14.05,1,3,21656,80.2,18,"f",25485.52,25485.52,6318.58,6318.58,2889.48,3429.1,0,0,0,0,"INDIVIDUAL","",0,0,39610
"4256",12000,12000,12000," 60 months",10.99,"B4","n/a","RENT",47000,"Verified","Jun-2015","Current","debt_consolidation","894xx","NV",21.12,1,30,13761,32.2,54,"w",11073.31,11073.31,1557.77,1557.77,926.69,631.08,0,0,0,0,"INDIVIDUAL","",0,0,31905
"4257",2125,2125,2125," 36 months",17.57,"D4","3 years","RENT",6400,"Not Verified","Oct-2014","Current","other","074xx","NJ",13.7,1,8,2144,65,8,"f",1427.43,1427.43,1067.11,1067.11,697.57,369.54,0,0,0,0,"INDIVIDUAL","",0,0,19644
"4258",10800,10800,10800," 36 months",7.12,"A3","10+ years","RENT",106245,"Not Verified","May-2014","Current","credit_card","770xx","TX",6.1,1,10,14387,34.3,23,"w",3963.95,3963.95,7706.4,7706.4,6836.05,870.35,0,0,0,0,"INDIVIDUAL","",0,0,20065
"4259",10000,10000,10000," 60 months",13.99,"C4","n/a","MORTGAGE",26000,"Not Verified","Oct-2015","Current","home_improvement","789xx","TX",31.99,0,5,15758,84.3,9,"w",9647.76,9647.76,690.15,690.15,352.24,337.91,0,0,0,0,"INDIVIDUAL","",0,0,76244
"4260",24250,24250,24250," 60 months",15.8,"C3","10+ years","MORTGAGE",65000,"Verified","Apr-2013","Current","debt_consolidation","995xx","AK",21.47,0,11,24851,83.4,20,"w",13675.6,13675.6,18788.48,18788.48,10574.4,8214.08,0,0,0,0,"INDIVIDUAL","",0,0,256339
"4261",12375,12375,12375," 60 months",19.52,"D4","3 years","RENT",48000,"Verified","Nov-2013","Charged Off","debt_consolidation","805xx","CO",24.5,0,26,2742,57.1,36,"f",0,0,6491.25,6491.25,2886.22,3605.03,0,0,0,0,"INDIVIDUAL","",0,0,104007
"4262",8000,8000,8000," 36 months",14.64,"C3","1 year","RENT",50000,"Source Verified","May-2014","Current","other","100xx","NY",19.56,1,19,4823,83.2,23,"f",3988.37,3988.37,5518.4,5518.4,4011.63,1506.77,0,0,0,0,"INDIVIDUAL","",0,0,59077
"4263",14500,14500,14500," 36 months",16.29,"C5","3 years","OWN",80000,"Source Verified","May-2012","Fully Paid","debt_consolidation","027xx","MA",9.41,3,12,8724,54.2,44,"f",0,0,16112.08,16112.08,14500,1612.08,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4264",35000,35000,35000," 36 months",12.29,"C1","n/a","MORTGAGE",95000,"Verified","Aug-2015","Late (31-120 days)","debt_consolidation","853xx","AZ",23.6,1,21,26234,38.6,57,"w",34191.1,34191.1,1143.46,1143.46,808.9,334.56,0,0,0,0,"INDIVIDUAL","",0,0,235535
"4265",20000,20000,20000," 60 months",9.17,"B2","< 1 year","OWN",110000,"Source Verified","Apr-2015","Current","debt_consolidation","198xx","DE",14.42,1,11,26740,54,24,"w",17550.19,17550.19,3741.19,3741.19,2449.81,1291.38,0,0,0,0,"INDIVIDUAL","",0,0,327266
"4266",20000,20000,20000," 36 months",11.55,"B3","1 year","MORTGAGE",130000,"Source Verified","Jul-2013","Fully Paid","debt_consolidation","631xx","MO",12.17,1,9,13737,57.2,22,"f",0,0,23205.164262,23205.16,20000,3205.16,0,0,0,0,"INDIVIDUAL","",0,0,42770
"4267",19050,19050,19050," 60 months",13.66,"C3","3 years","MORTGAGE",61000,"Verified","Nov-2014","Current","debt_consolidation","749xx","OK",8.47,1,8,4622,23.3,20,"w",15943.69,15943.69,5704.37,5704.37,3106.31,2598.06,0,0,0,0,"INDIVIDUAL","",0,0,81927
"4268",26000,26000,26000," 60 months",14.99,"C5","10+ years","MORTGAGE",80000,"Source Verified","Nov-2014","Fully Paid","major_purchase","088xx","NJ",19.75,0,12,10293,30.9,50,"w",0,0,26061.71,26061.71,26000,61.71,0,0,0,0,"INDIVIDUAL","",0,0,274791
"4269",12000,12000,12000," 36 months",7.9,"A4","1 year","MORTGAGE",58000,"Not Verified","Apr-2014","Current","major_purchase","441xx","OH",16.49,0,16,10659,31.8,28,"w",5684.27,5684.27,7509.8,7509.8,6315.73,1194.07,0,0,0,0,"INDIVIDUAL","",0,0,143813
"4270",10000,10000,10000," 36 months",13.35,"C2","3 years","RENT",40000,"Source Verified","Jun-2014","Current","other","926xx","CA",6.26,0,6,6730,80.1,9,"w",5218.69,5218.69,6433.97,6433.97,4781.31,1652.66,0,0,0,0,"INDIVIDUAL","",0,0,6848
"4271",12000,12000,12000," 36 months",11.53,"B5","8 years","MORTGAGE",40000,"Not Verified","Oct-2015","Current","debt_consolidation","992xx","WA",28.59,2,20,20144,29.4,31,"w",11436.12,11436.12,784.09,784.09,563.88,220.21,0,0,0,0,"INDIVIDUAL","",0,0,44446
"4272",6050,6050,6050," 36 months",13.65,"C1","4 years","OWN",30000,"Not Verified","Mar-2014","Current","credit_card","921xx","CA",11.9,0,10,4555,37,22,"f",2822.53,2822.53,4320.75,4320.75,3227.47,1093.28,0,0,0,0,"INDIVIDUAL","",0,3075,4555
"4273",19200,19200,19200," 60 months",8.18,"B1","9 years","MORTGAGE",97000,"Not Verified","May-2015","Current","credit_card","545xx","WI",13.35,0,9,19770,85.6,23,"w",17068.95,17068.95,3119.03,3119.03,2131.05,987.98,0,0,0,0,"INDIVIDUAL","",0,0,201822
"4274",8000,8000,8000," 36 months",10.15,"B2","10+ years","RENT",99000,"Source Verified","May-2014","Current","credit_card","011xx","MA",10.96,0,10,13421,61.8,12,"w",3855.95,3855.95,5174.2,5174.2,4144.05,1030.15,0,0,0,0,"INDIVIDUAL","",0,0,24508
"4275",10000,10000,10000," 60 months",7.91,"A5","9 years","MORTGAGE",49200,"Not Verified","Dec-2015","Current","debt_consolidation","686xx","NE",14.61,0,8,1638,7.1,24,"w",9863.58,9863.58,171.57,171.57,136.42,35.15,0,0,0,0,"INDIVIDUAL","",0,0,83977
"4276",10000,10000,10000," 36 months",15.31,"C2","2 years","MORTGAGE",67000,"Verified","Dec-2012","Fully Paid","credit_card","334xx","FL",18.99,1,16,12723,47.3,26,"f",0,0,12083.6022231,12083.6,10000,2083.6,0,0,0,0,"INDIVIDUAL","",0,0,38929
"4277",12625,12625,12625," 36 months",14.65,"C5","10+ years","MORTGAGE",36000,"Source Verified","Apr-2015","Current","debt_consolidation","164xx","PA",24.63,0,14,7162,61.7,15,"w",10275.56,10275.56,3473.64,3473.64,2349.44,1124.2,0,0,0,0,"INDIVIDUAL","",0,0,20147
"4278",13500,13500,13500," 60 months",9.99,"B3","10+ years","MORTGAGE",122000,"Verified","Aug-2015","Current","debt_consolidation","750xx","TX",27.43,0,21,30009,50.9,40,"w",12613.45,12613.45,1441.34,1441.34,886.55,554.79,0,0,0,0,"INDIVIDUAL","",0,0,172086
"4279",21000,21000,20925," 36 months",8.9,"A5","10+ years","OWN",85000,"Source Verified","Nov-2013","Current","credit_card","323xx","FL",12.34,0,10,9201,73.6,18,"f",6406.71,6383.81,17333.78,17271.9,14593.29,2740.49,0,0,0,0,"INDIVIDUAL","",0,0,28802
"4280",27600,27600,27600," 36 months",12.29,"C1","5 years","RENT",60000,"Source Verified","Jun-2015","Current","debt_consolidation","443xx","OH",34.24,0,11,8444,57.8,16,"w",22995.28,22995.28,6425.01,6425.01,4604.72,1820.29,0,0,0,0,"INDIVIDUAL","",0,0,35922
"4281",3000,3000,3000," 36 months",17.86,"D5","5 years","RENT",36000,"Source Verified","Jul-2015","Current","debt_consolidation","534xx","WI",6.87,0,7,1734,27.5,14,"w",2603.92,2603.92,643.55,643.55,396.08,247.47,0,0,0,0,"INDIVIDUAL","",0,0,5385
"4282",20000,12575,12575," 60 months",16.49,"D3","10+ years","MORTGAGE",71880,"Source Verified","Jun-2011","Charged Off","other","959xx","CA",20.07,0,7,10388,65.7,14,"f",0,0,5827.51,5827.51,2581.77,2656.1,0,589.64,5.48,0,"INDIVIDUAL","",0,NA,NA
"4283",10500,10500,10500," 36 months",11.99,"C1","10+ years","RENT",36000,"Source Verified","Dec-2015","Fully Paid","credit_card","864xx","AZ",11.73,0,7,10686,98.9,8,"w",0,0,10504.38,10504.38,10500,4.38,0,0,0,0,"INDIVIDUAL","",0,0,10686
"4284",15000,15000,15000," 36 months",6.03,"A1","6 years","MORTGAGE",185000,"Not Verified","Mar-2013","Fully Paid","debt_consolidation","460xx","IN",8.96,1,18,77911,39.1,38,"f",0,0,16396.9359968,16396.94,15000,1396.94,0,0,0,0,"INDIVIDUAL","",0,0,278189
"4285",10450,10450,10450," 36 months",20.5,"E1","4 years","RENT",35000,"Not Verified","Feb-2014","Current","debt_consolidation","856xx","AZ",12.96,1,6,9018,64.4,11,"f",4523.95,4523.95,8993.69,8993.69,5926.05,3067.64,0,0,0,0,"INDIVIDUAL","",0,0,13198
"4286",1000,1000,1000," 36 months",15.99,"D2","4 years","RENT",50000,"Not Verified","Jan-2015","Current","moving","802xx","CO",9.39,0,8,4886,54.9,11,"f",743.16,743.16,385.87,385.87,256.84,129.03,0,0,0,0,"INDIVIDUAL","",0,0,16655
"4287",21000,21000,21000," 60 months",19.72,"D5","2 years","MORTGAGE",140000,"Verified","Oct-2012","Fully Paid","small_business","361xx","AL",20.24,1,13,83716,73.1,33,"f",0,0,30137.7628838,30137.76,21000,9137.76,0,0,0,0,"INDIVIDUAL","",0,0,659155
"4288",25000,25000,25000," 60 months",13.65,"C1","7 years","RENT",55000,"Source Verified","Apr-2014","Current","debt_consolidation","228xx","VA",8.14,0,7,10482,57.9,23,"w",18098.59,18098.59,12120.78,12120.78,6901.41,5219.37,0,0,0,0,"INDIVIDUAL","",0,0,10482
"4289",23275,23275,23275," 60 months",21.97,"E5","8 years","MORTGAGE",75000,"Verified","May-2012","Charged Off","debt_consolidation","826xx","WY",20.9,2,9,16881,65.2,20,"f",0,0,23769.86,23769.86,11303.79,12466.07,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4290",10500,10500,10500," 36 months",13.33,"C3","6 years","MORTGAGE",82000,"Not Verified","Apr-2015","Current","credit_card","600xx","IL",22.92,1,16,12628,35,43,"w",8513.47,8513.47,2894.21,2894.21,1986.53,907.68,0,0,0,0,"INDIVIDUAL","",0,158,254076
"4291",12000,12000,12000," 36 months",7.88,"A5","4 years","MORTGAGE",2e+05,"Not Verified","Jan-2010","Fully Paid","wedding","554xx","MN",3.02,2,10,54526,25.4,24,"f",0,0,13295.72,13295.72,12000,1295.72,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4292",28175,28175,28175," 36 months",20.2,"E3","2 years","MORTGAGE",74222,"Source Verified","Aug-2014","Current","home_improvement","880xx","NM",31.73,1,17,8192,71.9,35,"f",14581.48,14581.48,19974.32,19974.32,13593.52,6380.8,0,0,0,0,"INDIVIDUAL","",0,18927,230731
"4293",10000,10000,10000," 36 months",12.99,"C1","10+ years","MORTGAGE",81600,"Verified","Oct-2014","Current","debt_consolidation","903xx","CA",20.45,0,8,5179,103.6,30,"w",6297.76,6297.76,5046.28,5046.28,3702.24,1344.04,0,0,0,0,"INDIVIDUAL","",0,0,374424
"4294",20000,20000,20000," 36 months",6.99,"A3","10+ years","MORTGAGE",108360,"Source Verified","Nov-2014","Fully Paid","debt_consolidation","291xx","SC",10.38,0,10,34041,54.6,30,"f",0,0,20864.7,20864.7,20000,864.7,0,0,0,1,"INDIVIDUAL","",0,75,254684
"4295",11200,11200,11200," 36 months",6.92,"A4","2 years","MORTGAGE",40000,"Source Verified","May-2015","Current","debt_consolidation","265xx","WV",26.16,1,7,6068,47.4,12,"w",8907.46,8907.46,2754.75,2754.75,2292.54,462.21,0,0,0,0,"INDIVIDUAL","",0,0,197891
"4296",2975,2975,2975," 36 months",15.61,"D1","1 year","RENT",10000,"Not Verified","Oct-2014","Current","debt_consolidation","786xx","TX",21.97,1,5,2317,72.4,14,"f",1900.58,1900.58,1557.87,1557.87,1074.42,483.45,0,0,0,0,"INDIVIDUAL","",0,0,4461
"4297",13500,13500,13500," 60 months",16.59,"D1","4 years","RENT",40400,"Source Verified","May-2014","Current","debt_consolidation","082xx","NJ",23.62,0,13,11577,79.8,15,"w",10164.73,10164.73,6651,6651,3335.27,3315.73,0,0,0,0,"INDIVIDUAL","",0,0,27779
"4298",24000,24000,24000," 60 months",9.17,"B2","10+ years","MORTGAGE",60000,"Source Verified","Jul-2015","Current","debt_consolidation","554xx","MN",28.12,1,25,11110,20.9,51,"f",22391.66,22391.66,2562.08,2562.08,1608.34,953.74,0,0,0,0,"INDIVIDUAL","",0,388,244920
"4299",15000,15000,15000," 60 months",15.61,"D1","10+ years","MORTGAGE",50000,"Source Verified","Apr-2015","Current","debt_consolidation","800xx","CO",9.6,0,8,4503,88.3,20,"w",13605.38,13605.38,2922.74,2922.74,1394.62,1528.12,0,0,0,0,"INDIVIDUAL","",0,0,199068
"4300",12000,12000,12000," 60 months",18.24,"D5","10+ years","RENT",36337,"Source Verified","Oct-2014","Current","credit_card","795xx","TX",26.95,0,6,10227,52.2,7,"w",9930.12,9930.12,4594.5,4594.5,2069.88,2524.62,0,0,0,0,"INDIVIDUAL","",0,0,36325
"4301",27600,27600,27600," 60 months",14.47,"C2","< 1 year","RENT",110000,"Verified","Feb-2014","Current","credit_card","333xx","FL",29.85,2,10,20670,56.8,20,"f",19277.76,19277.76,14925.85,14925.85,8322.24,6603.61,0,0,0,0,"INDIVIDUAL","",0,0,167429
"4302",16850,16850,16850," 36 months",13.35,"C2","4 years","MORTGAGE",70000,"Source Verified","Aug-2014","Fully Paid","debt_consolidation","465xx","IN",1.58,0,11,1446,9,25,"f",0,0,18759.13,18759.13,16850,1909.13,0,0,0,0,"INDIVIDUAL","",0,0,1446
"4303",19125,19125,18975," 36 months",17.57,"D4","n/a","OWN",53146,"Verified","Dec-2015","Current","debt_consolidation","461xx","IN",18.65,0,4,5615,66.1,17,"f",18717.72,18570.92,556.62,552.25,407.28,149.34,0,0,0,0,"INDIVIDUAL","",0,0,21568
"4304",15000,15000,15000," 36 months",12.99,"C2","6 years","RENT",50000,"Source Verified","Nov-2014","Current","debt_consolidation","482xx","MI",15.67,0,7,10081,67.7,10,"f",9845.57,9845.57,7063.94,7063.94,5154.43,1909.51,0,0,0,0,"INDIVIDUAL","",0,0,17078
"4305",10000,10000,10000," 36 months",6.03,"A1","3 years","MORTGAGE",50000,"Source Verified","Jan-2015","Current","debt_consolidation","652xx","MO",17.11,0,12,100,0.3,25,"w",6864.98,6864.98,3645.62,3645.62,3135.02,510.6,0,0,0,0,"INDIVIDUAL","",0,0,202714
"4306",11000,11000,11000," 36 months",7.89,"A5","1 year","MORTGAGE",55000,"Not Verified","Aug-2015","Current","debt_consolidation","275xx","NC",11.11,1,4,2819,30,18,"w",9901.93,9901.93,1366.96,1366.96,1098.07,268.89,0,0,0,0,"INDIVIDUAL","",0,0,17636
"4307",10000,10000,10000," 36 months",12.29,"C1","7 years","MORTGAGE",50000,"Source Verified","Mar-2015","Fully Paid","credit_card","995xx","AK",11.39,2,11,7519,52.6,13,"f",0,0,10273.7596987,10273.76,10000,273.76,0,0,0,0,"INDIVIDUAL","",0,136,232949
"4308",11000,11000,11000," 36 months",12.29,"C1","2 years","MORTGAGE",110000,"Not Verified","Sep-2015","Current","debt_consolidation","750xx","TX",24.29,1,13,5400,23.7,18,"w",9967.34,9967.34,1452.54,1452.54,1032.66,419.88,0,0,0,0,"INDIVIDUAL","",0,6263,104250
"4309",10625,10625,10625," 60 months",18.25,"D3","7 years","OWN",31156,"Verified","Dec-2013","Current","debt_consolidation","449xx","OH",29.62,1,15,11178,70.7,38,"f",7319.89,7319.89,6780.02,6780.02,3305.11,3474.91,0,0,0,0,"INDIVIDUAL","",0,0,58013
"4310",13100,13100,13100," 60 months",17.27,"C5","2 years","RENT",42000,"Verified","Jun-2013","Charged Off","debt_consolidation","381xx","TN",24.31,2,10,2894,18.8,13,"w",0,0,1705.07,1705.07,422.88,559.56,0,722.63,7.2263,0,"INDIVIDUAL","",0,0,41460
"4311",24000,24000,24000," 60 months",9.99,"B3","8 years","RENT",285000,"Source Verified","Nov-2015","Current","home_improvement","100xx","NY",7.6,0,11,1636,9.5,18,"w",23689.98,23689.98,476.52,476.52,310.02,166.5,0,0,0,0,"INDIVIDUAL","",0,0,72266
"4312",16000,16000,16000," 36 months",12.12,"B3","8 years","MORTGAGE",185000,"Verified","Apr-2013","Current","debt_consolidation","920xx","CA",16.17,2,7,51458,98.7,35,"f",1566.2,1566.2,17566.15,17566.15,14433.8,3132.35,0,0,0,0,"INDIVIDUAL","",0,0,554497
"4313",12000,12000,12000," 60 months",13.67,"C4","10+ years","MORTGAGE",62641,"Verified","Nov-2015","Current","debt_consolidation","040xx","ME",11.44,0,8,6102,65.6,17,"w",11717.44,11717.44,536.13,536.13,282.56,253.57,0,0,0,0,"INDIVIDUAL","",0,90,148080
"4314",18000,18000,18000," 60 months",16.99,"D3","< 1 year","RENT",60000,"Source Verified","Jun-2014","Charged Off","debt_consolidation","554xx","MN",23.22,2,9,8970,41.3,14,"w",0,0,4472.5,4472.5,2051.33,2421.17,0,0,0,0,"INDIVIDUAL","",0,0,74554
"4315",11225,11225,11225," 60 months",18.24,"D5","5 years","MORTGAGE",66800,"Not Verified","Jun-2014","Charged Off","other","600xx","IL",6.25,2,19,5734,17.3,48,"w",0,0,3233.75,3233.75,722.3,996.76,0,1514.69,15.1469,0,"INDIVIDUAL","",0,0,191656
"4316",6650,6650,6650," 36 months",11.67,"B4","4 years","RENT",70000,"Source Verified","May-2014","Fully Paid","credit_card","112xx","NY",2.26,0,6,1176,6.6,22,"f",0,0,7279.08,7279.08,6650,629.08,0,0,0,0,"INDIVIDUAL","",0,0,3255
"4317",24000,24000,24000," 60 months",22.4,"E3","10+ years","RENT",78000,"Source Verified","Dec-2013","Fully Paid","debt_consolidation","330xx","FL",22.6,2,8,6878,41.2,34,"w",0,0,24448,24448,24000,448,0,0,0,1,"INDIVIDUAL","",0,0,32100
"4318",25000,25000,25000," 60 months",14.65,"C2","< 1 year","RENT",65000,"Verified","May-2012","Fully Paid","debt_consolidation","926xx","CA",5.32,1,7,6311,39.4,22,"f",0,0,28940.12,28940.12,25000.01,3940.11,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4319",25000,25000,25000," 60 months",24.7,"G1","< 1 year","OWN",90000,"Source Verified","Dec-2012","Current","debt_consolidation","179xx","PA",25.19,3,8,18514,94.5,30,"f",13268.25,13268.25,26955.18,26955.18,11731.75,15223.43,0,0,0,0,"INDIVIDUAL","",0,0,75750
"4320",18825,18825,18825," 36 months",16.49,"D3","10+ years","MORTGAGE",41000,"Source Verified","Nov-2014","Current","debt_consolidation","284xx","NC",33.87,0,11,28685,64.6,27,"f",12578.06,12578.06,9312.35,9312.35,6246.94,3065.41,0,0,0,0,"INDIVIDUAL","",0,4050,183949
"4321",8000,8000,8000," 36 months",14.33,"C1","10+ years","OWN",65000,"Not Verified","Nov-2012","Fully Paid","credit_card","334xx","FL",3.19,3,6,2292,40.2,8,"f",0,0,9561.17390676,9561.17,8000,1561.17,0,0,0,0,"INDIVIDUAL","",0,0,4618
"4322",24000,24000,24000," 60 months",18.99,"E3","10+ years","MORTGAGE",76000,"Verified","Dec-2015","Fully Paid","home_improvement","481xx","MI",6.56,5,18,30863,44.8,33,"w",0,0,24015.83,24015.83,24000,15.83,0,0,0,0,"INDIVIDUAL","",0,0,163552
"4323",15000,15000,15000," 36 months",11.99,"B5","3 years","RENT",82000,"Source Verified","Jan-2015","Current","debt_consolidation","086xx","NJ",11.65,2,25,6065,26.8,53,"w",10583.21,10583.21,5952.82,5952.82,4416.79,1536.03,0,0,0,0,"INDIVIDUAL","",0,2654,66347
"4324",11500,11500,11500," 60 months",18.54,"E1","5 years","RENT",30000,"Source Verified","Feb-2015","Charged Off","house","331xx","FL",17.32,0,8,12454,43.1,24,"w",0,0,1760.68,1760.68,734.33,1026.35,0,0,0,0,"INDIVIDUAL","",0,678,17845
"4325",6450,6450,6450," 36 months",13.99,"C4","10+ years","MORTGAGE",70000,"Not Verified","Jul-2015","Current","debt_consolidation","920xx","CA",34.53,0,10,21910,65.8,23,"w",5552.87,5552.87,1288.1,1288.1,897.13,390.97,0,0,0,0,"INDIVIDUAL","",0,0,96675
"4326",10000,10000,10000," 60 months",11.67,"B4","4 years","RENT",26500,"Source Verified","May-2014","Current","credit_card","852xx","AZ",17.12,0,8,11992,62.1,14,"w",7287.04,7287.04,4415.8,4415.8,2712.96,1702.84,0,0,0,0,"INDIVIDUAL","",0,0,11992
"4327",8500,8500,8500," 36 months",12.99,"B5","5 years","MORTGAGE",35000,"Verified","Apr-2014","Current","debt_consolidation","432xx","OH",18.83,0,9,8793,52,21,"f",3945.08,3945.08,6013.56,6013.56,4554.92,1458.64,0,0,0,0,"INDIVIDUAL","",0,0,65456
"4328",2000,2000,2000," 36 months",14.72,"C5","n/a","RENT",43000,"Source Verified","Jul-2010","Does not meet the credit policy. Status:Fully Paid","debt_consolidation","086xx","NJ",13.65,7,9,1648,24.4,16,"f",0,0,2300.98,2300.98,2000,300.98,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"4329",15000,15000,15000," 36 months",21.98,"E4","3 years","RENT",63500,"Not Verified","Jun-2013","Fully Paid","debt_consolidation","850xx","AZ",12.08,1,9,7877,85.6,23,"f",0,0,16286.25,16286.25,15000,1286.25,0,0,0,0,"INDIVIDUAL","",0,0,23527
"4330",1400,1400,1400," 36 months",13.35,"C2","10+ years","RENT",32000,"Not Verified","Sep-2014","Current","other","304xx","GA",17.93,1,24,1836,42.7,55,"f",883.43,883.43,711.15,711.15,516.57,194.58,0,0,0,0,"INDIVIDUAL","",0,0,93809
"4331",10000,10000,6905.66," 36 months",11.26,"B2","3 years","RENT",73000,"Not Verified","May-2009","Fully Paid","credit_card","941xx","CA",6.94,0,4,11821,33,10,"f",0,0,11696.36,7693.58,10000,1696.36,0,0,0,0,"INDIVIDUAL","",0,NA,NA
